is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card
0,0,2015,September,36,3,0,3,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Contract,121.33,0,0,Check-Out,9/6/2015,Robert Brown,Brown_Robert@zoho.com,920-886-4089,************2188
0,1,2015,September,36,3,0,3,2,2,0,BB,AGO,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,,0,Contract,180.33,0,2,Check-Out,9/6/2015,Colin Cook,Cook.Colin99@verizon.com,574-057-9255,************2111
0,5,2015,September,36,3,0,3,2,0,0,BB,MEX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,117.67,0,2,Check-Out,9/6/2015,Jennifer Hill,JHill@gmail.com,543-668-0233,************1841
0,8,2015,September,36,3,0,3,2,1,0,BB,ESP,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9,,0,Contract,140,1,3,Check-Out,9/6/2015,Chris Davila,Chris_Davila@mail.com,245-942-0969,************9423
0,8,2015,September,36,3,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,,0,Contract,117.67,0,2,Check-Out,9/6/2015,Ricardo Taylor,Ricardo_Taylor@mail.com,803-447-7366,************3607
0,16,2015,September,36,3,1,3,1,0,0,BB,NOR,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,95,0,0,Check-Out,9/7/2015,Tammy Mccann,Tammy_Mccann44@gmail.com,550-955-6478,************4037
0,27,2015,September,36,3,1,3,1,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,,0,Transient,90.25,0,0,Check-Out,9/7/2015,Jill Mccoy,Jill_M@outlook.com,339-643-2888,************2576
0,13,2015,September,36,3,1,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,13,,0,Transient,84,0,1,Check-Out,9/7/2015,Elizabeth Stevens,Elizabeth.Stevens@outlook.com,614-320-6447,************2561
0,80,2015,September,36,3,1,3,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,62.83,0,1,Check-Out,9/7/2015,Danny Fuller,Danny.F89@yahoo.com,854-901-3528,************1209
0,10,2015,September,36,3,1,3,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22,,0,Transient,85,0,0,Check-Out,9/7/2015,Nathaniel Nguyen,Nathaniel.N84@yahoo.com,619-010-0561,************7414
0,21,2015,September,36,3,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,105,0,0,Check-Out,9/8/2015,Linda Nixon,LindaNixon@yahoo.com,951-820-7442,************3177
0,28,2015,September,36,3,2,3,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,,0,Contract,96.6,0,2,Check-Out,9/8/2015,Lorraine Moran,Lorraine.M29@aol.com,552-881-6259,************8901
0,9,2015,September,36,3,2,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,122.33,0,2,Check-Out,9/9/2015,Erika Phillips,Erika_Phillips@gmail.com,906-443-8008,************2423
0,28,2015,September,36,3,2,5,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,13,,0,Contract,90.51,0,0,Check-Out,9/10/2015,Gabriel Nolan,GabrielNolan46@att.com,330-904-5200,************9531
0,10,2015,September,36,3,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,117.67,0,1,Check-Out,9/6/2015,Amanda Hester,Amanda_H46@xfinity.com,799-278-0094,************7015
0,6,2015,September,36,3,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,117.67,0,2,Check-Out,9/6/2015,Henry Chandler,Chandler.Henry@att.com,467-807-0962,************9592
0,1,2015,September,36,3,0,3,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Contract,121.33,0,1,Check-Out,9/6/2015,Perry Rodriguez,Rodriguez.Perry@outlook.com,632-616-6689,************8307
0,3,2015,September,36,3,0,2,1,0,0,BB,AGO,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,96,0,0,Check-Out,9/5/2015,Vickie Lopez,Vickie.Lopez@outlook.com,682-687-8791,************1880
0,41,2015,September,36,4,0,1,2,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,39,,38,Transient-Party,110,0,0,Check-Out,9/5/2015,Neil Waters,NWaters@protonmail.com,507-754-6917,************4888
0,0,2015,September,36,4,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9,,0,Transient,143,0,0,Check-Out,9/5/2015,Aaron Young,Aaron_Y@yahoo.com,329-449-3769,************4369
0,23,2015,September,36,4,0,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,,0,Transient,105,0,0,Check-Out,9/5/2015,Kevin Hensley,Hensley.Kevin@outlook.com,521-708-7359,************3613
0,41,2015,September,36,4,0,1,2,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,39,,38,Transient-Party,110,0,0,Check-Out,9/5/2015,Sally Solis,SallySolis98@gmail.com,492-174-5166,************2957
0,41,2015,September,36,4,0,1,1,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,39,,38,Transient-Party,83,0,0,Check-Out,9/5/2015,Mary Cole,Mary_C@zoho.com,663-724-5069,************3774
0,41,2015,September,36,4,0,1,2,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,39,,38,Transient-Party,110,0,0,Check-Out,9/5/2015,Christopher Moon,Christopher_Moon@verizon.com,733-717-4509,************9056
0,14,2015,September,36,4,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,95,0,2,Check-Out,9/5/2015,Yesenia Price,YPrice@yahoo.com,586-471-2150,************6550
0,6,2015,September,36,4,0,1,1,2,0,BB,AGO,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,,0,Transient,174,0,1,Check-Out,9/5/2015,Stephanie Brandt,Stephanie.B16@att.com,618-336-4997,************2758
0,41,2015,September,36,4,0,1,1,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,39,,38,Transient-Party,83,0,0,Check-Out,9/5/2015,Jacob Watson,JacobWatson@xfinity.com,780-252-4196,************8060
0,63,2015,September,36,4,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,21,,0,Transient-Party,116,0,0,Check-Out,9/6/2015,Frank Gonzalez,Frank_Gonzalez@aol.com,289-798-4452,************5687
0,63,2015,September,36,4,0,2,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,21,,0,Transient-Party,80.5,0,0,Check-Out,9/6/2015,Kara Mccarthy,Mccarthy.Kara@xfinity.com,832-634-8239,************3645
1,0,2015,September,36,4,0,2,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,,0,Transient,133,0,0,No-Show,9/4/2015,Jessica Petersen,Jessica_P32@zoho.com,458-130-1641,************2301
0,63,2015,September,36,4,0,2,2,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,21,,0,Transient-Party,116,0,0,Check-Out,9/6/2015,Allison Blackwell,AllisonBlackwell77@hotmail.com,176-269-9971,************4621
0,63,2015,September,36,4,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,21,,0,Transient-Party,116,0,0,Check-Out,9/6/2015,Amy Welch,Amy_W@mail.com,428-295-9882,************6977
0,8,2015,September,36,4,0,2,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,124,0,2,Check-Out,9/6/2015,Megan Baldwin,MeganBaldwin@protonmail.com,800-076-5953,************2264
0,18,2015,September,36,4,0,2,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,,0,Contract,96,0,1,Check-Out,9/6/2015,Cynthia Burke,Burke_Cynthia@yandex.com,460-778-7908,************1402
0,63,2015,September,36,4,0,2,2,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21,,0,Transient-Party,116,0,0,Check-Out,9/6/2015,Elizabeth Miller,Elizabeth_Miller@att.com,888-247-5252,************1698
1,63,2015,September,36,4,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21,,0,Transient-Party,116,0,0,Canceled,8/20/2015,Isaiah Jackson,Isaiah.Jackson@outlook.com,261-846-0071,************9754
0,63,2015,September,36,4,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,21,,0,Transient-Party,116,0,0,Check-Out,9/6/2015,Christy Powell,Christy_P97@att.com,789-018-9288,************6465
0,63,2015,September,36,4,0,2,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,21,,0,Transient-Party,80.5,0,0,Check-Out,9/6/2015,Danielle White,DanielleWhite@yahoo.com,370-383-0658,************8790
0,3,2015,September,36,4,0,2,2,1,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,0,0,3,Check-Out,9/6/2015,Sean Gillespie,Sean.Gillespie@xfinity.com,147-764-3719,************9746
1,63,2015,September,36,4,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21,,0,Transient-Party,116,0,0,Canceled,8/20/2015,Beth Blanchard,BBlanchard87@mail.com,471-012-8880,************4007
1,63,2015,September,36,4,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21,,0,Transient-Party,116,0,0,Canceled,8/20/2015,Katie Fuentes,Fuentes_Katie@verizon.com,657-171-4745,************7037
0,63,2015,September,36,4,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,21,,0,Transient-Party,116,0,0,Check-Out,9/6/2015,John Villa,JohnVilla@yandex.com,315-198-5745,************3916
0,63,2015,September,36,4,0,2,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,21,,0,Transient-Party,80.5,0,0,Check-Out,9/6/2015,Joseph Hamilton,Hamilton_Joseph56@comcast.net,255-738-4935,************5340
1,63,2015,September,36,4,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21,,0,Transient-Party,116,0,0,Canceled,8/20/2015,Anita Hughes,Hughes_Anita@att.com,302-883-6738,************5645
0,63,2015,September,36,4,0,2,2,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,21,,0,Transient-Party,116,0,0,Check-Out,9/6/2015,Courtney James,Courtney_James@att.com,490-468-0661,************6262
0,63,2015,September,36,4,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,21,,0,Transient-Party,116,0,0,Check-Out,9/6/2015,David Boyer,David_B@xfinity.com,366-941-6076,************9521
0,11,2015,September,36,4,0,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,124,0,2,Check-Out,9/6/2015,Lisa Brown,Lisa_B56@outlook.com,212-061-6526,************9260
0,4,2015,September,36,4,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,124,1,1,Check-Out,9/6/2015,Samantha Werner,Samantha.Werner@zoho.com,876-982-7578,************9115
0,63,2015,September,36,4,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21,,0,Transient-Party,116,0,0,Check-Out,9/6/2015,Melissa Turner,MelissaTurner@protonmail.com,583-527-3372,************3629
1,63,2015,September,36,4,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21,,0,Transient-Party,116,0,0,Canceled,8/20/2015,Christopher Moore,Christopher.M61@verizon.com,620-457-1273,************2343
1,63,2015,September,36,4,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21,,0,Transient-Party,56,0,0,Canceled,8/20/2015,Johnathan Rodriguez,Johnathan.Rodriguez39@att.com,936-392-9263,************9545
1,63,2015,September,36,4,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21,,0,Transient-Party,116,0,0,Canceled,8/20/2015,Deborah Andrade,DAndrade62@outlook.com,690-366-4583,************3846
0,63,2015,September,36,4,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,21,,0,Transient-Party,116,0,0,Check-Out,9/6/2015,Angela Foster,AFoster@gmail.com,776-716-1501,************6423
0,63,2015,September,36,4,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21,,0,Transient-Party,116,0,0,Check-Out,9/6/2015,Amanda White,Amanda.W@gmail.com,293-780-3895,************8689
1,63,2015,September,36,4,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21,,0,Transient-Party,116,0,0,Canceled,8/20/2015,Cindy Bowers,Cindy.Bowers41@protonmail.com,942-991-3836,************6596
1,63,2015,September,36,4,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21,,0,Transient-Party,116,0,0,Canceled,7/3/2015,Elizabeth Perry,Elizabeth.Perry68@verizon.com,787-260-1067,************3356
0,1,2015,September,36,4,0,2,2,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,21,,0,Transient-Party,116,0,0,Check-Out,9/6/2015,Jay Miller,JayMiller@aol.com,609-143-1439,************6190
1,106,2015,September,36,4,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,89.25,0,0,Canceled,5/28/2015,Charles Thomas,Thomas_Charles@mail.com,258-337-2418,************9249
0,63,2015,September,36,4,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,21,,0,Transient-Party,116,0,0,Check-Out,9/6/2015,Joanna Adams,Adams.Joanna@hotmail.com,579-760-8431,************8445
0,63,2015,September,36,4,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,21,,0,Transient-Party,116,0,0,Check-Out,9/6/2015,Melissa Hatfield,Hatfield_Melissa@verizon.com,654-095-7640,************6430
0,11,2015,September,36,4,0,2,3,0,0,BB,KOR,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9,,0,Contract,159,0,1,Check-Out,9/6/2015,Nicholas Le,Nicholas.L@zoho.com,594-260-7698,************5459
0,3,2015,September,36,4,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,,0,Contract,143,0,1,Check-Out,9/6/2015,Scott Harper,Harper_Scott97@mail.com,829-025-4704,************7023
0,162,2015,September,36,4,1,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,24,,0,Transient-Party,85.17,0,2,Check-Out,9/7/2015,Jesse Stephenson,Stephenson.Jesse@att.com,341-290-7824,************8552
0,16,2015,September,36,4,0,1,2,0,0,BB,TUR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,105,0,2,Check-Out,9/5/2015,Christine Cox,Cox.Christine@zoho.com,673-285-6299,************4126
0,23,2015,September,36,4,0,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,,0,Transient,105,0,0,Check-Out,9/5/2015,Mary Garcia,MaryGarcia@comcast.net,553-861-9878,************4808
0,41,2015,September,36,4,0,1,2,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,39,,38,Transient-Party,110,0,0,Check-Out,9/5/2015,Alexandra Larsen,Alexandra_L@verizon.com,996-219-3004,************5149
0,1,2015,September,36,4,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,,0,Transient-Party,108,0,0,Check-Out,9/5/2015,Casey Morrison,Casey_M@mail.com,190-615-0313,************4918
0,41,2015,September,36,4,0,1,2,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,39,,38,Transient-Party,110,0,0,Check-Out,9/5/2015,Christopher Ritter,Christopher.R62@zoho.com,506-508-6599,************3275
0,0,2015,September,36,4,0,1,2,1,0,BB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,,,0,Transient,158,0,0,Check-Out,9/5/2015,Diana Pierce MD,Diana.MD48@verizon.com,571-058-5237,************7743
0,41,2015,September,36,4,0,1,1,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,39,,38,Transient-Party,83,0,0,Check-Out,9/5/2015,Rodney Hill,Rodney_Hill@gmail.com,180-246-2350,************8786
0,162,2015,September,36,4,1,2,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,24,,0,Transient-Party,85.17,0,2,Check-Out,9/7/2015,Mr. Grant Estes,Mr..Estes@yahoo.com,975-889-8065,************7160
0,9,2015,September,36,4,1,2,2,0,0,BB,AUT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,124,0,0,Check-Out,9/7/2015,Austin Hunt,AustinHunt@protonmail.com,758-938-9419,************1328
0,1,2015,September,36,4,1,2,1,0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,3,,0,Transient-Party,0,0,0,Check-Out,9/7/2015,Darryl Chapman,DarrylChapman@gmail.com,312-418-1374,************6616
0,14,2015,September,36,4,2,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,15,,0,Transient,113,1,3,Check-Out,9/8/2015,John Lopez,John_Lopez@gmail.com,772-724-9183,************6817
0,23,2015,September,36,4,2,2,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,13,,0,Contract,110.5,0,1,Check-Out,9/8/2015,Molly Shaffer,Molly_S@att.com,984-021-7479,************8135
0,21,2015,September,36,4,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,105,0,2,Check-Out,9/8/2015,Erin Lopez,Lopez.Erin@verizon.com,409-722-3293,************3658
0,39,2015,September,36,4,2,2,1,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,,0,Transient,85.5,0,0,Check-Out,9/8/2015,Zoe Phelps,Phelps_Zoe12@mail.com,269-613-9426,************2985
0,14,2015,September,36,4,2,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,15,,0,Transient,113,1,3,Check-Out,9/8/2015,Christopher Harris,Christopher_H22@hotmail.com,476-791-7854,************5310
0,28,2015,September,36,4,2,2,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,90.25,0,1,Check-Out,9/8/2015,Tara Yates,Tara.Yates@mail.com,911-465-6918,************5782
0,22,2015,September,36,4,2,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11,,0,Transient,75.6,0,0,Check-Out,9/9/2015,Richard Hardin,Richard_Hardin52@aol.com,194-413-5367,************6967
0,162,2015,September,36,4,1,2,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,24,,0,Transient-Party,85.17,0,1,Check-Out,9/7/2015,Amber Chang,Amber_C@verizon.com,852-196-4952,************1138
0,22,2015,September,36,4,1,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,76.81,0,0,Check-Out,9/7/2015,Kyle Strickland,Kyle_S31@aol.com,744-400-8001,************7163
0,22,2015,September,36,4,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,2,No Deposit,9,,0,Contract,105,0,2,Check-Out,9/7/2015,Mr. Matthew Montgomery,Montgomery_Mr.@xfinity.com,356-041-7755,************3407
0,60,2015,September,36,4,2,3,1,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,80.75,0,0,Check-Out,9/9/2015,Paul Holloway,Paul.H@yahoo.com,436-610-4610,************3295
0,22,2015,September,36,4,2,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11,,0,Transient,75.6,0,0,Check-Out,9/9/2015,Kimberly Chang,Kimberly.Chang78@aol.com,733-307-3034,************9633
0,13,2015,September,36,4,2,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,,0,Transient,45,0,0,Check-Out,9/9/2015,Monique Garcia,MoniqueGarcia67@zoho.com,804-562-9562,************5259
0,14,2015,September,36,4,2,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,,0,Transient,78.54,0,1,Check-Out,9/9/2015,Richard Delgado,Richard.D@zoho.com,553-165-8571,************1843
0,22,2015,September,36,4,2,3,1,0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,73.15,0,0,Check-Out,9/9/2015,Douglas Lee,Douglas.L@xfinity.com,866-180-4832,************6928
0,14,2015,September,36,4,2,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,,0,Transient,78.54,0,1,Check-Out,9/9/2015,Manuel Marshall,Manuel_Marshall86@comcast.net,453-555-9813,************5526
1,69,2015,September,36,4,2,4,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,88.83,0,0,Canceled,7/1/2015,Ryan Fox,Ryan.Fox@hotmail.com,743-148-0320,************3565
1,69,2015,September,36,4,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,97.33,0,1,Canceled,7/1/2015,Robin Castro,Robin_Castro47@xfinity.com,496-860-8760,************4878
0,22,2015,September,36,4,2,4,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,1,No Deposit,9,,0,Contract,122.5,0,3,Check-Out,9/10/2015,Anthony Marquez,Anthony_Marquez@att.com,196-786-0037,************8759
0,82,2015,September,36,5,0,1,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,98.25,1,2,Check-Out,9/6/2015,Matthew Novak,Matthew.Novak@comcast.net,640-214-9747,************6736
0,10,2015,September,36,5,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,,0,Group,85,0,1,Check-Out,9/6/2015,Mario Holland,Mario.Holland@mail.com,907-797-3895,************2886
0,12,2015,September,36,5,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,9,,0,Contract,124,0,2,Check-Out,9/6/2015,Patricia Butler,Patricia.B89@outlook.com,315-266-6319,************7688
0,3,2015,September,36,5,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,143,0,1,Check-Out,9/6/2015,Maurice Wolfe,MWolfe66@gmail.com,451-117-1878,************2010
0,0,2015,September,36,5,0,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,143,0,0,Check-Out,9/6/2015,Mark Crane,Mark.C@aol.com,245-284-6563,************1213
0,0,2015,September,36,5,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,143,0,1,Check-Out,9/6/2015,Justin Brown,JBrown37@verizon.com,844-704-1891,************3913
0,10,2015,September,36,5,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,,0,Group,85,0,1,Check-Out,9/6/2015,Michelle Duffy,Michelle_D71@zoho.com,311-818-5472,************2839
0,0,2015,September,36,5,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,114,0,0,Check-Out,9/6/2015,Martha Johnson,Johnson.Martha@yandex.com,998-774-7212,************5626
0,2,2015,September,36,5,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,,0,Transient,75,0,0,Check-Out,9/6/2015,Nathan Holder,NHolder58@verizon.com,998-073-0460,************1558
1,0,2015,September,36,5,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,133,0,1,No-Show,9/5/2015,Mikayla Rivera,MikaylaRivera@protonmail.com,709-356-3864,************7724
1,5,2015,September,36,5,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,124,0,1,Canceled,9/2/2015,Edward Stuart,Edward.S71@zoho.com,933-877-3705,************8294
0,0,2015,September,36,5,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Group,143,0,1,Check-Out,9/6/2015,Joseph Stewart,Joseph.S@hotmail.com,213-705-6632,************6353
1,25,2015,September,36,5,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,105,0,1,Canceled,9/1/2015,Devon Kirk,DevonKirk@gmail.com,554-254-1473,************7103
0,82,2015,September,36,5,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,89.25,0,2,Check-Out,9/6/2015,Miguel Evans,Evans.Miguel@zoho.com,866-301-6693,************8559
0,9,2015,September,36,5,0,1,2,0,0,BB,PRT,Complementary,Direct,0,0,0,E,G,2,No Deposit,,,0,Transient,0,0,1,Check-Out,9/6/2015,Katrina Wagner,Katrina.W@hotmail.com,933-476-9407,************9512
0,7,2015,September,36,5,0,1,2,0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,,0,Transient,115,0,2,Check-Out,9/6/2015,Sarah Lin,Sarah.L68@yahoo.com,582-657-4853,************8952
1,65,2015,September,36,5,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,,0,Transient,62,0,0,Canceled,7/25/2015,Robert Davis,RobertDavis46@att.com,933-969-7005,************4663
1,65,2015,September,36,5,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,,0,Transient,62,0,0,Canceled,7/25/2015,Natalie Ball,Natalie_B52@aol.com,603-438-8832,************4959
1,65,2015,September,36,5,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,,0,Transient,62,0,0,Canceled,7/25/2015,Brandon Miller,Brandon_M@hotmail.com,829-592-8189,************4682
